Number,Brand Name,Ctag,Photo,Description,Grading,Ecoring Grading,備考(付属品）,Cost(price after Tax),Befor Tax,125% Reference prices,Reserved price(指値),相場/Market price,委託番号,1,2,3,Sales commission,result(after tax),Profit / Loss,Sold,C-tag scan,Buyer,Memo
94,Celine,C242835,,"Handbag, Leather",,,,41800.0,,,65000.0,,,58000.0,,,2640.0,61160.00000000001,19360.0,True,,,
95,Miu Miu,C227209,,"Clutch Bag, Leather",,,dustbag,11000.0,,,35000.0,,,,,,,,,False,,,
96,Salvatore Ferragamo,C242586,,"Shoulder Bag, Leather",,,,7700.0,,,15000.0,,,19000.0,,,1540.0,19360.0,11660.0,True,,,
97,Celine,C164042,,Shoulder Bag,,,dustbag,145530.0,,,170000.0,,,120000.0,,98000.0,2640.0,105160.00000000001,,False,,,
98,Gucci,C229229,,"Shoulder Bag, Leather",,,,15000.0,,,35000.0,,,,18000.0,,1540.0,18260.0,3700.0,True,,,
99,Louis Vuitton,C217670,,"Shoulder Bag, Plastic",,,,48719.0,,,57000.0,,,40000.0,,,1540.0,42460.0,-6259.0,True,,,
100,Louis Vuitton,C89075,,"Odeon PM, Monogram, Coated canvas　M56390",,,,70400.0,,,85000.0,,,54000.0,,42000.0,1540.0,44660.00000000001,,False,,,
101,Burberry,C255124,,"Wallet, Leather",,,,6325.0,,,35000.0,,,,,,,,,False,,,
102,Versace,C253609,,"Crossbody Bag, Leather",,,strap,64581.0,,,100000.0,,,,,75000.0,2640.0,79860.0,15719.0,True,,,
103,Loewe,C247865,,"Clutch Bag, Leather",,,,35200.0,,,65000.0,,,,42000.0,,1540.0,44660.00000000001,,False,,,
104,Chanel,C254931,,"Wallet, Cotton",,,"box, card",38522.0,,,75000.0,,,,,36000.0,1540.0,38060.0,,False,,,
105,Loewe,C246478,,"Shoulder Bag, Leather",,,dustbag,18876.0,,,45000.0,,,29000.0,,,1540.0,30360.000000000004,11484.0,True,,,
106,Louis Vuitton,C246186,,"Crossbody Bag, Plastic",,,,31185.0,,,65000.0,,,,,,,,,False,,,
107,Tiffany & Co.,C255159,,"Handbag, Leather",,,,28028.0,,,56000.0,,,,,,,,,False,,,
108,Gucci,C245196,,"Handbag, Nylon",,,,7128.0,,,40000.0,,,26000.0,,,1540.0,27060.000000000004,19932.0,True,,,
109,Prada,C246743,,"Shoulder Bag, Nylon",,,"cadena, card",21470.0,,,50000.0,,,36000.0,,,1540.0,38060.0,16590.0,True,,,
110,Christian Dior,C243801,,"Handbag, Cotton",,,,14690.0,,,45000.0,,,,,16000.0,1540.0,16060.0,,False,,,
111,Celine,C256732,,"Handbag, Plastic",,,cadena,24024.0,,,50000.0,,,49000.0,,,1540.0,52360.00000000001,28336.0,True,,,
112,Yves Saint Laurent,C247996,,"Shoulder Bag, Leather",,,,11440.0,,,45000.0,,,23000.0,,,1540.0,23760.000000000004,14520.0,True,,,
113,Hermès,C131582,,"Kelly 28, Croco Porosus",,,"cadena, strap",2068000.0,,,2400000.0,,,2104000.0,,,2640.0,2311760.0,243760.0,True,,,
